#
# Factorizations of Mersenne numbers 2**n-1 for prime n<=1103
# where the complete factorization is known
#
# format:  an entry
#    n: a.b.c.d
# means that 2**n-1 == a*b*c*d
#
# Repeated factors occur according to their multiplicity.
#
# The (prime) exponents not in the list are:
# 787 821 823 827 853 857 859 863 877 887 919 929 937 941 947 953 977
# 991 1009 1013 1019 1031 1039 1051 1061 1069 1087 1093
#.
# version: 2006-September-19
#

2: 3
761: 4567.6089.738686421813192728921171408273447.280230266918608239805810556544655376723809198780890337110755962385407.2107048624990017888277673772279371580792509894029946695224069650783071896637390038709062589566791754603427516344308169913
769: 1591805393.6123566623856435977170641.318546066432510864421008240940953964550146359805454160170583982749610782139649800826799605008947296776383497027214615205280760850363069110188256133177326304163304017678312995641260076490527951071647
773: 6864241.9461521.1165626988664823792549971253972697.101625278121114813541046756104385520302531369.3102804258869848876949115800490112967822146918598407.2081217395409749738120637593128893293724998629363299618099253558750779403590435098094313481
797: 2006858753.54573369937.104757762864135516671.747609928190821086986322983.21023711323746974956423747989180911.2896793131110864597734842177399739433374955784567182457.1595588224457046357344143800204398382349005665658548987812122020808607097989052163601
809: 4148386731260605647525186547488842396461625774241327567978137.822976161770972830930301003163428309173701632995322298332566131941218475319456934681317262180441560179196983695741564512962292828041194778466080386250032973003303401916055540200393303
811: 326023.120561845344829717145833822890964664477289164454661659494292322521.23119812387308695110542195466723573149999671437304578090473901521408187760986228863.15027407098633642094023724924629416240581289482791222070473057361777251946987551028766864143
829: 72953.89654239955972104838901500177.547333986651898072842377675163471837962890985973125246350034203217630398420672284491154994811424015534066398921894452720167394637907845175059131590798247402908851419071784748383565979336687776059475368213516748629831
839: 26849.138561000316919.377801626929390823.113910681722635191781067775764311.22896492725473729252775049721372386001517616720738640677702244640115992881686954509887884498034915413780013699315805090463370326763073567630359469495994773510181155342534075910698453209
881: 26431.609975771894476528674847741770477550690431975984816508022169315752408668993737964630175742325288277204552613243684812253451253427056346412559151033770967839107719594288877646641877521578455691636766459660797203894013905167748331753651455643293131241572177344321
883: 8831.63577.258777491057348926546569104663.443863831326542584020317023592602458976184738286563439813696497033662511606494382446876111354608315626382578430394796618282635752589251784923553130431442003423564123278814185982282179829752549591088968545118781515935018648914047
907: 1170031.3256645177.131895016205024767.2152830659975686830992339732840546772221830147185299957584990626976623475264483978431907034205273681850774164540852300728233405057836985859987169137737353456784817046991632222733053023853584283587054957654936864544191287960435736268610880263
911: 1823.26129303.201955048939840841121786425435009.1799520676358263836249116773983093776067731788104797976755522863204273973214237799542669775253771301268617374756896653578445267522764696603459866460147715295527356171742430813085374395309929925098792998479072683867643648045147452807
967: 23209.549257.1438495818172960049.73214830052905408299354903681341531907328727.929107820689107677831851738128082612095378895913180366797933344470865776181874319516415789476687673031355441622038823117822832456613716236916055210344102795366995878756494555185414684354655848471059121174998695099159673
971: 23917104973173909566916321016011885041962486321502513.834482397335843881285445792927969361381275057223361826888191434200105052431322393575712471044965653447937741446308603852137930453506871509750656656410424360864718909932497980500343771659079278211696733523141929625393481260173183573986844719
983: 1808226257914551209964473260866417929207023.45209839598737454888157799084210075225046975601481681987111521281725588999045535885301058936190365151100735916490287107649823350094433392585022579143155571287365424342339018392987456924688165474686010222313483963161662633082568507647354753106455269543409
997: 167560816514084819488737767976263150405095191554732902607.7993430605360222292860936960123884061988016846627213757686887976005930025638602973712891518592878944687759622084106508783413855778177367022158878920741413700868182301410439178049533828082651513160945607018874830040978453228378816647358334681553
1021: 40841.795808241.51731968308257.1866013803867738316856548085894075729799351216503.7162207820300119391374509372634067710236734258998929215118674813251095637497346278805266047690051622379132929111927749971378467853930794623582802081002292557665702501083232619644935926699137376584488398453869832464812937784790717601
1033: 196271.36913223.88910338973359434076776038119074340716281.163771629900828769671363963472861890953631838273.872482012399864156578461259839664325594503308397182711023941230584743993310143908133170085388863933210418933897247064096189769502070443476282930012787424599161169164133198185392656352920700542984573701444126079
1049: 33569.459463.1059099980653317121.369266188244278273486887083855064296867073345369988640733366769361356228524595455113320346736281578663828394493376060518432499293320804625243085880752982699457652505447856877050712090840055509854409137034341785035349428439360386913514518408772631624816323215732114411055999563941648850153
1063: 1485761479.66517557928765134492647166359262125770048540134918600032539772976797724941006649947336554351613625288312893030278881874355220813711550648653256265159781898981118980688381522263839502394276270835812253759309013592355218624237843247884555485319300157747282772571077797101425120542577358619582373240968281790913033
1091: 87281.551978359.791343585595817.97535130364653673535422113471207017.496474000537225566899310934393330825097522839.14370134716223093352565463780237216657114064422239932238424924537831642269954418120266357071945305642912444980323485872820308528933828266656132154328785236151528492594378543732462145334002638811903398601540498772868803183
1097: 980719.4666639.22926719175799.1734492765338661710171833.36079584237927411511333522577.205295973898620029528272537868263.1259505554469173787452894624342149232686245990867988670203000078759012131214660790062021041585576819264124527925599648480518632348866182298645606062337914646534394716685834453029151872366594427457950667579861938460736743
1103: 2207.4126110275598714647074087.11932791527912288368165782359295294543260720291900293158823108282055224993235415289766832244944034104021483210110347551804046070792790794006437027726248024845169722445797115794683703968858493570555291403991724382957404670842401449554016932782845723453935635939040426114249092291163958974567763376870399223

