#
# Factorizations of Mersenne numbers 2**n-1 for n<=1200
#
# format:  an entry
#    n: a.b.c.d
# means that 2**n-1 == a*b*c*d
#
# Repeated factors occur according to their multiplicity.
# Composite factors have the letter C prepended.
# The first such entry appears with n=787
#
# Extracted from:
#   J.Brillhart, D.H.Lehmer, J.L.Selfridge, B.Tuckerman, S.S.Wagstaff Jr.:
#   {Factorizations of $b^n +-1 b=2,3,5,6,10,11$ up to high powers},
#   Contemporary Mathematics, Volume~22, Second Edition,
#   American Mathematical Society, 1988
#   (online version of June-2006)
#.

1: 1
62: 3.715827883.2147483647
63: 7.7.73.127.337.92737.649657
64: 3.5.17.257.641.65537.6700417
65: 31.8191.145295143558111
66: 3.3.7.23.67.89.683.20857.599479
67: 193707721.761838257287
68: 3.5.137.953.26317.43691.131071
69: 7.47.178481.10052678938039
70: 3.11.31.43.71.127.281.86171.122921
71: 228479.48544121.212885833
72: 3.3.3.5.7.13.17.19.37.73.109.241.433.38737
73: 439.2298041.9361973132609
74: 3.223.1777.25781083.616318177
75: 7.31.151.601.1801.100801.10567201
76: 3.5.229.457.174763.524287.525313
77: 23.89.127.581283643249112959
78: 3.3.7.79.2731.8191.121369.22366891
79: 2687.202029703.1113491139767
80: 3.5.5.11.17.31.41.257.61681.4278255361
81: 7.73.2593.71119.262657.97685839
82: 3.83.13367.164511353.8831418697
83: 167.57912614113275649087721
84: 3.3.5.7.7.13.29.43.113.127.337.1429.5419.14449
85: 31.131071.9520972806333758431
86: 3.431.9719.2099863.2932031007403
87: 7.233.1103.2089.4177.9857737155463
88: 3.5.17.23.89.353.397.683.2113.2931542417
89: 618970019642690137449562111
90: 3.3.3.7.11.19.31.73.151.331.631.23311.18837001
91: 127.911.8191.112901153.23140471537
92: 3.5.47.277.1013.1657.30269.178481.2796203
93: 7.2147483647.658812288653553079
94: 3.283.2351.4513.13264529.165768537521
95: 31.191.524287.420778751.30327152671
96: 3.3.5.7.13.17.97.193.241.257.673.65537.22253377
97: 11447.13842607235828485645766393
98: 3.43.127.4363953127297.4432676798593
99: 7.23.73.89.199.153649.599479.33057806959
100: 3.5.5.5.11.31.41.101.251.601.1801.4051.8101.268501
101: 7432339208719.341117531003194129
102: 3.3.7.103.307.2143.2857.6529.11119.43691.131071
103: 2550183799.3976656429941438590393
104: 3.5.17.53.157.1613.2731.8191.858001.308761441
105: 7.7.31.71.127.151.337.29191.106681.122921.152041
106: 3.107.6361.69431.20394401.28059810762433
107: 162259276829213363391578010288127
108: 3.3.3.3.5.7.13.19.37.73.109.87211.246241.262657.279073
109: 745988807.870035986098720987332873
110: 3.11.11.23.31.89.683.881.2971.3191.201961.48912491
111: 7.223.321679.26295457.319020217.616318177
112: 3.5.17.29.43.113.127.257.5153.15790321.54410972897
113: 3391.23279.65993.1868569.1066818132868207
114: 3.3.7.571.32377.174763.524287.1212847.160465489
115: 31.47.14951.178481.4036961.2646507710984041
116: 3.5.59.233.1103.2089.3033169.107367629.536903681
117: 7.73.79.937.6553.8191.86113.121369.7830118297
118: 3.2833.37171.179951.1824726041.3203431780337
119: 127.239.20231.131071.62983048367.131105292137
120: 3.3.5.5.7.11.13.17.31.41.61.151.241.331.1321.61681.4562284561
121: 23.89.727.1786393878363164227858270210279
122: 3.768614336404564651.2305843009213693951
123: 7.13367.3887047.164511353.177722253954175633
124: 3.5.5581.8681.49477.384773.715827883.2147483647
125: 31.601.1801.269089806001.4710883168879506001
126: 3.3.3.7.7.19.43.73.127.337.5419.92737.649657.77158673929
127: 170141183460469231731687303715884105727
128: 3.5.17.257.641.65537.274177.6700417.67280421310721
129: 7.431.9719.2099863.11053036065049294753459639
130: 3.11.31.131.2731.8191.409891.7623851.145295143558111
131: 263.10350794431055162386718619237468234569
132: 3.3.5.7.13.23.67.89.397.683.2113.20857.312709.599479.4327489
133: 127.524287.163537220852725398851434325720959
134: 3.7327657.193707721.761838257287.6713103182899
135: 7.31.73.151.271.631.23311.262657.348031.49971617830801
136: 3.5.17.17.137.953.26317.43691.131071.354689.2879347902817
137: 32032215596496435569.5439042183600204290159
138: 3.3.7.47.139.178481.2796203.168749965921.10052678938039
139: 5625767248687.123876132205208335762278423601
140: 3.5.5.11.29.31.41.43.71.113.127.281.86171.122921.7416361.47392381
141: 7.2351.4513.13264529.4375578271.646675035253258729
142: 3.228479.48544121.56409643.212885833.13952598148481
143: 23.89.8191.724153.158822951431.5782172113400990737
144: 3.3.3.5.7.13.17.19.37.73.97.109.241.257.433.577.673.38737.487824887233
145: 31.233.1103.2089.2679895157783862814690027494144991
146: 3.439.1753.2298041.9361973132609.1795918038741070627
147: 7.7.7.127.337.4432676798593.2741672362528725535068727
148: 3.5.149.223.593.1777.25781083.184481113.231769777.616318177
149: 86656268566282183151.8235109336690846723986161
150: 3.3.7.11.31.151.251.331.601.1801.4051.100801.10567201.1133836730401
151: 18121.55871.165799.2332951.7289088383388253664437433
152: 3.5.17.229.457.1217.148961.174763.524287.525313.24517014940753
153: 7.73.103.919.2143.11119.131071.75582488424179347083438319
154: 3.23.43.89.127.617.683.78233.35532364099.581283643249112959
155: 31.31.311.11471.73471.2147483647.4649919401.18158209813151
156: 3.3.5.7.13.13.53.79.157.313.1249.1613.2731.3121.8191.21841.121369.22366891
157: 852133201.60726444167.1654058017289.2134387368610417
158: 3.2687.202029703.1113491139767.201487636602438195784363
159: 7.6361.6679.69431.13960201.20394401.540701761.229890275929
160: 3.5.5.11.17.31.41.257.61681.65537.414721.4278255361.44479210368001
161: 47.127.1289.178481.3188767.45076044553.14808607715315782481
162: 3.3.3.3.3.7.19.73.163.2593.71119.87211.135433.262657.97685839.272010961
163: 150287.704161.110211473.27669118297.36230454570129675721
164: 3.5.83.10169.13367.181549.12112549.43249589.164511353.8831418697
165: 7.23.31.89.151.881.3191.201961.599479.2048568835297380486760231
166: 3.167.499.1163.2657.155377.13455809771.57912614113275649087721
167: 2349023.79638304766856507377778616296087448490695649
168: 3.3.5.7.7.13.17.29.43.113.127.241.337.1429.3361.5419.14449.15790321.88959882481
169: 4057.8191.6740339310641.3340762283952395329506327023033
170: 3.11.31.43691.131071.9520972806333758431.26831423036065352611
171: 7.73.32377.524287.1212847.93507247.3042645634792541312037847
172: 3.5.173.431.9719.101653.500177.2099863.1759217765581.2932031007403
173: 730753.1505447.70084436712553223.155285743288572277679887
174: 3.3.7.59.233.1103.2089.4177.3033169.9857737155463.96076791871613611
175: 31.71.127.601.1801.39551.122921.60816001.535347624791488552837151
176: 3.5.17.23.89.257.353.397.683.2113.229153.119782433.2931542417.43872038849
177: 7.179951.184081.27989941729.3203431780337.9213624084535989031
178: 3.179.62020897.18584774046020617.618970019642690137449562111
179: 359.1433.1489459109360039866456940197095433721664951999121
180: 3.3.3.5.5.7.11.13.19.31.37.41.61.73.109.151.181.331.631.1321.23311.54001.18837001.29247661
181: 43441.1164193.7648337.7923871097285295625344647665764672671
182: 3.43.127.911.2731.8191.224771.1210483.112901153.23140471537.25829691707
183: 7.367.55633.2305843009213693951.37201708625305146303973352041
184: 3.5.17.47.277.1013.1657.30269.178481.2796203.291280009243618888211558641
185: 31.223.616318177.1587855697992791.7248808599285760001152755641
186: 3.3.7.529510939.715827883.2147483647.2903110321.658812288653553079
187: 23.89.131071.707983.1032670816743843860998850056278950666491537
188: 3.5.283.2351.3761.4513.13264529.7484047069.165768537521.140737471578113
189: 7.7.73.127.337.92737.262657.649657.1560007.207617485544258392970753527
190: 3.11.31.191.2281.174763.524287.420778751.30327152671.3011347479614249131
191: 383.7068569257.39940132241.332584516519201.87274497124602996457
192: 3.3.5.7.13.17.97.193.241.257.641.673.65537.6700417.22253377.18446744069414584321
193: 13821503.61654440233248340616559.14732265321145317331353282383
194: 3.971.1553.11447.31817.1100876018364883721.13842607235828485645766393
195: 7.31.79.151.8191.121369.145295143558111.134304196845099262572814573351
196: 3.5.29.43.113.127.197.19707683773.4363953127297.4432676798593.4981857697937
197: 7487.26828803997912886929710867041891989490486893845712448833
198: 3.3.3.7.19.23.67.73.89.199.683.5347.20857.153649.599479.33057806959.242099935645987
199: 164504919713.4884164093883941177660049098586324302977543600799
200: 3.5.5.5.11.17.31.41.101.251.401.601.1801.4051.8101.61681.268501.340801.2787601.3173389601
201: 7.1609.22111.193707721.761838257287.87449423397425857942678833145441
202: 3.7432339208719.341117531003194129.845100400152152934331135470251
203: 127.233.1103.2089.136417.121793911.11348055580883272011090856053175361113
204: 3.3.5.7.13.103.137.307.409.953.2143.2857.3061.6529.11119.13669.26317.43691.131071.1326700741
205: 31.13367.2940521.164511353.70171342151.3655725065508797181674078959681
206: 3.2550183799.415141630193.8142767081771726171.3976656429941438590393
207: 7.47.73.79903.178481.634569679.2232578641663.10052678938039.42166482463639
208: 3.5.17.53.157.257.1613.2731.8191.858001.308761441.78919881726271091143763623681
209: 23.89.524287.94803416684681.1512348937147247.5346950541323960232319657
210: 3.3.7.7.11.31.43.71.127.151.211.281.331.337.5419.29191.86171.106681.122921.152041.664441.1564921
211: 15193.60272956433838849161.3593875704495823757388199894268773153439
212: 3.5.107.6361.69431.15358129.20394401.586477649.28059810762433.1801439824104653
213: 7.66457.228479.48544121.212885833.2849881972114740679.4205268574191396793
214: 3.643.84115747449047881488635567801.162259276829213363391578010288127
215: 31.431.1721.9719.2099863.731516431.514851898711.297927289744047764444862191
216: 3.3.3.3.5.7.13.17.19.37.73.109.241.433.38737.87211.246241.262657.279073.33975937.138991501037953
217: 127.5209.62497.2147483647.6268703933840364033151.378428804431424484082633
218: 3.104124649.745988807.870035986098720987332873.2077756847362348863128179
219: 7.439.3943.2298041.9361973132609.671165898617413417.4815314615204347717321
220: 3.5.5.11.11.23.31.41.89.397.683.881.2113.2971.3191.201961.48912491.415878438361.3630105520141
221: 1327.8191.131071.2365454398418399772605086209214363458552839866247069233
222: 3.3.7.223.1777.3331.17539.321679.25781083.26295457.319020217.616318177.107775231312019
223: 18287.196687.1466449.2916841.1469495262398780123809.596242599987116128415063
224: 3.5.17.29.43.113.127.257.449.2689.5153.65537.15790321.183076097.54410972897.358429848460993
225: 7.31.73.151.601.631.1801.23311.100801.115201.617401.10567201.1348206751.13861369826299351
226: 3.227.3391.23279.48817.65993.1868569.636190001.1066818132868207.491003369344660409
227: 26986333437777017.7992177738205979626491506950867720953545660121688631
228: 3.3.5.7.13.229.457.571.32377.131101.160969.174763.524287.525313.1212847.160465489.275415303169
229: 1504073.20492753.59833457464970183.467795120187583723534280000348743236593
230: 3.11.31.47.691.14951.178481.2796203.4036961.1884103651.345767385170491.2646507710984041
231: 7.7.23.89.127.337.463.599479.581283643249112959.4982397651178256151338302204762057
232: 3.5.17.59.233.1103.2089.59393.3033169.107367629.536903681.82280195167144119832390568177
233: 1399.135607.622577.116868129879077600270344856324766260085066532853492178431
234: 3.3.3.7.19.73.79.937.2731.6553.8191.86113.121369.22366891.7830118297.5302306226370307681801
235: 31.2351.4513.13264529.2391314881.72296287361.73202300395158005845473537146974751
236: 3.5.1181.2833.3541.37171.157649.174877.179951.5521693.1824726041.104399276341.3203431780337
237: 7.1423.2687.49297.202029703.1113491139767.23728823512345609279.31357373417090093431
238: 3.43.127.239.20231.43691.131071.823679683.62983048367.131105292137.143162553165560959297
239: 479.1913.5737.176383.134000609.7110008717824458123105014279253754096863768062879
240: 3.3.5.5.7.11.13.17.31.41.61.97.151.241.257.331.673.1321.61681.394783681.4278255361.4562284561.46908728641
241: 22000409.160619474372352289412737508720216839225805656328990879953332340439
242: 3.23.89.683.727.117371.11054184582797800455736061107.1786393878363164227858270210279
243: 7.73.487.2593.71119.262657.97685839.16753783618801.192971705688577.3712990163251158343
244: 3.5.733.1709.3456749.368140581013.667055378149.768614336404564651.2305843009213693951
245: 31.71.127.1471.122921.4432676798593.252359902034571016856214298851708529738525821631
246: 3.3.7.83.739.13367.165313.3887047.164511353.8831418697.13194317913029593.177722253954175633
247: 8191.15809.524287.6459570124697.402004106269663.1282816117617265060453496956212169
248: 3.5.17.5581.8681.49477.290657.384773.715827883.2147483647.3770202641.1141629180401976895873
249: 7.167.1621324657.57912614113275649087721.8241594690167137359552274418432855740327
250: 3.11.31.251.601.1801.4051.229668251.269089806001.4710883168879506001.5519485418336288303251
251: 503.54217.178230287214063289511.61676882198695257501367.12070396178249893039969681
252: 3.3.3.5.7.7.13.19.29.37.43.73.109.113.127.337.1429.5419.14449.92737.649657.40388473189.77158673929.118750098349
253: 23.23.47.89.178481.4103188409.199957736328435366769577.44667711762797798403039426178361
254: 3.56713727820156410577229101238628035243.170141183460469231731687303715884105727
255: 7.31.103.151.2143.11119.106591.131071.949111.9520972806333758431.5702451577639775545838643151
256: 3.5.17.257.641.65537.274177.6700417.67280421310721.59649589127497217.5704689200685129054721
257: 535006138814359.1155685395246619182673033.374550598501810936581776630096313181393
258: 3.3.7.431.1033.9719.2099863.1591582393.2932031007403.15686603697451.11053036065049294753459639
259: 127.223.616318177.2499285769.21234370960880098806027750185552713706866970578963970119
260: 3.5.5.11.31.41.53.131.157.521.1613.2731.8191.51481.409891.7623851.34110701.108140989558681.145295143558111
261: 7.73.233.1103.2089.4177.9857737155463.328017025014102923449988663752960080886511412965881
262: 3.263.1049.4744297.182331128681207781784391813611.10350794431055162386718619237468234569
263: 23671.13572264529177.120226360536848498024035943.383725126655170964501315730676446647
264: 3.3.5.7.13.17.23.67.89.241.353.397.683.2113.7393.20857.312709.599479.4327489.1761345169.2931542417.98618273953
265: 31.6361.69431.20394401.29324808311.197748738449921.36614110124735294634435619027766763481
266: 3.43.127.4523.174763.524287.106788290443848295284382097033.163537220852725398851434325720959
267: 7.78903841.28753302853087.618970019642690137449562111.24124332437713924084267316537353
268: 3.5.269.7327657.15152453.42875177.193707721.2559066073.761838257287.6713103182899.9739278030221
269: 13822297.68625988504811774259364670661552948915363901845035416371912463477873783063
270: 3.3.3.3.7.11.19.31.73.151.271.331.631.811.15121.23311.87211.262657.348031.18837001.49971617830801.385838642647891
271: 15242475217.248927757868131890277330541567820045256364273970773286542188386932989391
272: 3.5.17.17.137.257.953.26317.43691.131071.354689.383521.2368179743873.2879347902817.373200722470799764577
273: 7.7.79.127.337.911.8191.121369.108749551.112901153.23140471537.4093204977277417.86977595801949844993
274: 3.1097.15619.32127963626435681.105498212027592977.32032215596496435569.5439042183600204290159
275: 23.31.89.601.881.1801.3191.201961.382027665134363932751.4074891477354886815033308087379995347151
276: 3.3.5.7.13.47.139.277.1013.1657.30269.178481.2796203.168749965921.5415624023749.10052678938039.70334392823809
277: 1121297.31133636305610209482201109050392404721.6955979459776540052280934851589652278783
278: 3.4506937.5625767248687.123876132205208335762278423601.51542639524661795300074174250365699
279: 7.73.16183.34039.1437967.2147483647.833732508401263.658812288653553079.2034439836951867299888617
280: 3.5.5.11.17.29.31.41.43.71.113.127.281.61681.86171.122921.7416361.15790321.47392381.84179842077657862011867889681
281: 80929.48009215293052652841860443273079338843737271906291675944391068955229998769420319
282: 3.3.7.283.2351.4513.1681003.13264529.4375578271.35273039401.111349165273.165768537521.646675035253258729
283: 9623.68492481833.23579543011798993222850893929565870383844167873851502677311057483194673
284: 3.5.569.228479.48544121.56409643.148587949.212885833.4999465853.5585522857.472287102421.13952598148481
285: 7.31.151.191.32377.524287.1212847.420778751.30327152671.1491477035689218775711.25349242986637720573561
286: 3.23.89.683.2003.2731.8191.724153.6156182033.10425285443.158822951431.15500487753323.5782172113400990737
287: 127.13367.164511353.17137716527.51954390877748655744256192963206220919272895548843817842228913
288: 3.3.3.5.7.13.17.19.37.73.97.109.193.241.257.433.577.673.1153.6337.38737.65537.22253377.38941695937.278452876033.487824887233
289: 131071.12761663.179058312604392742511009.3320934994356628805321733520790947608989420068445023
290: 3.11.31.59.233.1103.2089.3033169.7553921.999802854724715300883845411.2679895157783862814690027494144991
291: 7.11447.272959.2065304407.5434876633.13842607235828485645766393.1170711644777651877659556633665719
292: 3.5.293.439.1753.9929.2298041.9361973132609.649301712182209.1795918038741070627.9444732965601851473921
293: 40122362455616221971122353.396645227028138890415611220710757921643910743103031701971222447
294: 3.3.7.7.7.43.127.337.5419.748819.4363953127297.4432676798593.26032885845392093851.2741672362528725535068727
295: 31.4721.132751.179951.5794391.128818831.3812358161.3203431780337.452824604065751.4410975230650827973711
296: 3.5.17.149.223.593.1777.25781083.184481113.231769777.616318177.20988936657440586486151264256610222593863921
297: 7.23.73.89.199.153649.262657.599479.8950393.33057806959.170886618823141738081830950807292771648313599433
298: 3.1193.650833.38369587.86656268566282183151.8235109336690846723986161.7984559573504259856359124657
299: 47.599.8191.178481.9341359.14718679249.13444476836590589479.51441563151591093599.260242449712509916159
300: 3.3.5.5.5.7.11.13.31.41.61.101.151.251.331.601.1201.1321.1801.4051.8101.63901.100801.268501.10567201.13334701.1182468601.1133836730401
301: 127.431.9719.490631.2099863.365505823711978039310711.20336952491372732458100553842885784919705927999
302: 3.18121.55871.165799.2332951.18717738334417.7289088383388253664437433.50834050824100779677306460621499
303: 7.607.7432339208719.341117531003194129.1512768222413735255864403005264105839324374778520631853993
304: 3.5.17.229.257.457.1217.27361.148961.174763.524287.525313.24517014940753.69394460463940481.11699557817717358904481
305: 31.1831.2441.4271.270841.484074637694471.2305843009213693951.364371848053973128400380293624417256758401
306: 3.3.3.7.19.73.103.307.919.2143.2857.6529.11119.43691.123931.131071.26159806891.27439122228481.75582488424179347083438319
307: 14608903.85798519.23487583303.78952752017.112177476474470525577861298937835338545723093134076373561
308: 3.5.23.29.43.89.113.127.397.617.683.2113.8317.78233.869467061.3019242689.35532364099.76096559910757.581283643249112959
309: 7.2550183799.1953272766780718501831.3976656429941438590393.7521737478732572053581227840017636545169
310: 3.11.31.31.311.11161.11471.73471.715827883.2147483647.4649919401.18158209813151.5947603221397891.29126056043168521
311: 5344847.2647649373910205158468946067671.294803681348959296477194164064643062187559537539328375831
312: 3.3.5.7.13.13.17.53.79.157.241.313.1249.1613.2731.3121.8191.21841.121369.858001.22366891.308761441.84159375948762099254554456081
313: 10960009.14787970697180273.3857194764289141165278097.26693012026551688286164949958620483258358551879
314: 3.15073.2350291.852133201.60726444167.1654058017289.2134387368610417.17751783757817897.96833299198971305921
315: 7.7.31.71.73.127.151.337.631.23311.29191.92737.106681.122921.152041.649657.870031.983431.29728307155963706810228435378401
316: 3.5.317.2687.202029703.1113491139767.381364611866507317969.201487636602438195784363.604462909806215075725313
317: 9511.587492521482839879.4868122671322098041565641.9815639231755686605031317440031161584572466128599
318: 3.3.7.107.6043.6361.6679.69431.13960201.20394401.540701761.229890275929.28059810762433.4475130366518102084427698737
319: 23.89.233.1103.2089.18503.64439.84819793631.9609322039095554268277107484843200218262250152281700954275029793
320: 3.5.5.11.17.31.41.257.641.61681.65537.414721.3602561.6700417.4278255361.44479210368001.94455684953484563055991838558081
321: 7.17866285599391.162259276829213363391578010288127.210516800089955301807292488792588188869650399862249
322: 3.43.47.127.1289.178481.2796203.3188767.45076044553.14808607715315782481.8103467492759792327149800361564410265219
323: 647.7753.131071.524287.39044358788825633753.1269639828454588763972435091645259869185718465075550865591017
324: 3.3.3.3.3.5.7.13.19.37.73.109.163.2593.71119.87211.135433.246241.262657.279073.3618757.97685839.106979941.168410989.272010961.4977454861
325: 31.601.1801.7151.8191.51879585551.145295143558111.4613679391936953610429590532014122532260339739644049093601
326: 3.150287.704161.110211473.11281292593.27669118297.1023398150341859.36230454570129675721.337570547050390415041769
327: 7.745988807.20597276734348736647.33157029794959983067039.88116165754061081804047.870035986098720987332873
328: 3.5.17.83.10169.13121.13367.181549.12112549.43249589.164511353.8562191377.8831418697.12243864122465612155106392056552353
329: 127.2351.4513.12503.200033.9106063.13264529.270447871.9934018379230425610659608142885693781941091888647157503817
330: 3.3.7.11.11.23.31.67.89.151.331.683.881.2971.3191.20857.201961.599479.48912491.415365721.2252127523412251.2048568835297380486760231
331: 16937389168607.865118802936559.298542624980197463613767215333569428005686468835821253721796682625551919
332: 3.5.167.499.997.1163.2657.155377.13063537.13455809771.46202197673.209957719973.148067197374074653.57912614113275649087721
333: 7.73.223.1999.10657.169831.321679.1238761.26295457.36085879.199381087.319020217.616318177.698962539799.4096460559560875111
334: 3.2349023.79638304766856507377778616296087448490695649.62357403192785191176690552862561408838653121833643
335: 31.464311.193707721.1532217641.761838257287.21505409328405921060057783156144213618485460844911284448661782641
336: 3.3.5.7.7.13.17.29.43.97.113.127.241.257.337.673.1429.2017.3361.5153.5419.14449.15790321.25629623713.54410972897.88959882481.1538595959564161
337: 18199.2806537.95763203297.726584894969.78778047326466742993612420842416198311394008068822475527239136925369
338: 3.2731.4057.8191.6740339310641.4929910764223610387.18526238646011086732742614043.3340762283952395329506327023033
339: 7.3391.23279.65993.1868569.10113049.1066818132868207.320021624768405574452943847.4760137992283599860814226997712217
340: 3.5.5.11.31.41.137.953.1021.4421.26317.43691.131071.550801.23650061.7226904352843746841.9520972806333758431.26831423036065352611
341: 23.89.2147483647.5560125493425335999.126901141805369975317583.1444211137344578755413561460184550803276100931567
342: 3.3.3.7.19.19.73.571.32377.174763.524287.1212847.93507247.160465489.3042645634792541312037847.19177458387940268116349766612211
343: 127.6073159.1428389887.62228099977.4432676798593.58961804474844164724814095915114338093146118248375213688557057
344: 3.5.17.173.431.9719.101653.500177.2099863.3855260977.1759217765581.2932031007403.64082150767423457.1425343275103126327372769
345: 7.31.47.151.14951.178481.4036961.10052678938039.2646507710984041.162383614111595675973306320509614573241829932932497191
346: 3.347.4153.730753.1505447.35374479827.47635010587.70084436712553223.155285743288572277679887.1643464247728189221623609
347: 14143189112952632419639.20270345302545987116040069442814496729341666112096057885992643120463337596490211193
348: 3.3.5.7.13.59.233.349.1103.2089.4177.29581.3033169.107367629.536903681.27920807689.9857737155463.22170214192500421.96076791871613611
349: 1779973928671.34720396273212657799920861294559.18555393648630683868229284313709360336855095474246691696225599
350: 3.11.31.43.71.127.251.281.601.1051.1801.4051.39551.86171.110251.122921.60816001.347833278451.34010032331525251.535347624791488552837151
351: 7.73.79.937.6553.8191.86113.121369.262657.446473.29121769.7830118297.571890896913727.93715008807883087.150832426800173710177
352: 3.5.17.23.89.257.353.397.683.2113.65537.229153.5304641.119782433.2931542417.43872038849.275509565477848842604777623828011666349761
353: 931921.2927455476800301964116805545194017.6725414756111955781503880188940925566051960039574573675843402666863
354: 3.3.7.2833.13099.37171.179951.184081.1824726041.27989941729.3203431780337.4453762543897.1898685496465999273.9213624084535989031
355: 31.228479.48544121.212885833.121932688511.8223125624363292839815514592697905768406610797334099385507174111379292321
356: 3.5.179.1069.62020897.18584774046020617.579017791994999956106149.123794003928545064364330189.618970019642690137449562111
357: 7.7.103.127.239.337.2143.4999.11119.20231.131071.62983048367.131105292137.245262248913715001137177.8889432124593512497963252165417
358: 3.359.1433.58745093521.4347868190665879373495950562775707707143803.1489459109360039866456940197095433721664951999121
359: 719.855857.778165529.65877330027880703.370906580744492785430299503112990447.100361196281293745682520861860411315001
360: 3.3.3.5.5.7.11.13.17.19.31.37.41.61.73.109.151.181.241.331.433.631.1321.23311.38737.54001.61681.18837001.29247661.4562284561.168692292721.469775495062434961
361: 524287.9522401530937.36450568206770608791178096385783.25811221179243952186920238827413131290368483933428434308863
362: 3.1811.43441.1164193.7648337.31675363.7923871097285295625344647665764672671.17810163630112624579342811733978085990447907
363: 7.23.89.727.8713.599479.7593961.75824014993.1786393878363164227858270210279.335694389427634954071771421573041823051433281
364: 3.5.29.43.53.113.127.157.911.1093.1093.1613.2731.4733.8191.224771.1210483.112901153.23140471537.25829691707.8861085190774909.556338525912325157
365: 31.439.8761.2298041.9361973132609.13828603741081.82595052745831.25651395262318407934919734781737797067431285390452848441
366: 3.3.7.367.55633.768614336404564651.2305843009213693951.37201708625305146303973352041.1772303994379887829769795077302561451
367: 12479.51791041.78138581882953.301311116540899114446723859201.19755740081951910036006278827509875120092863638283602681
368: 3.5.17.47.257.277.1013.1657.30269.178481.2796203.43717618369.549675408461419937.3970299567472902879791777.291280009243618888211558641
369: 7.73.13367.3887047.164511353.6376386802464073.177722253954175633.242930150369581725249341464475421249205592384370695685937
370: 3.11.31.223.1481.1777.25781083.28136651.616318177.1587855697992791.7248808599285760001152755641.778429365397887608540618330873281
371: 127.743.2969.6361.69431.20394401.63781899287.204712366597949333831.145980337155634444285232523876979318451464756266456641329
372: 3.3.5.7.13.373.5581.8681.49477.384773.529510939.715827883.2147483647.2903110321.951088215727633.658812288653553079.4611545283086450689
373: 25569151.752440346497356983142327449546457327748644897934114291899411428982990336039662496766303354959577078458241
374: 3.23.89.683.43691.131071.707983.1032670816743843860998850056278950666491537.2191165825376888084750157716424579062015865776131
375: 7.31.151.601.751.1801.100801.10567201.269089806001.4710883168879506001.2139731020464054092520609592459940706818275139793055476751
376: 3.5.17.283.2351.3761.4513.13264529.1198107457.7484047069.23592342593.165768537521.140737471578113.4501946625921233.181352306852476069537
377: 233.1103.2089.5279.8191.148055441.359661017.249018815918315199700031851161772880156221637084521986234342836024160025575777017
378: 3.3.3.3.7.7.19.43.73.127.337.379.5419.87211.92737.119827.262657.649657.1560007.77158673929.127391413339.56202143607667.207617485544258392970753527
379: 180818808679.6809649408891001685768937590233308625949604176033855796938978177320539702698633946720428389517879894953
380: 3.5.5.11.31.41.191.229.457.761.2281.54721.174763.524287.525313.420778751.30327152671.276696631250953741.2416923620660807201.3011347479614249131
381: 7.2287.15241.349759.170141183460469231731687303715884105727.339212878596211796110770323541353281494127285320354524672773903
382: 3.383.7068569257.39940132241.332584516519201.87274497124602996457.1046183622564446793972631570534611069350392574077339085483
383: 1440847.7435494593.503823044204581129045587727.15174923558680812616818436353130417.240522700235167893496900256599634325263
